,id,name,hair,birth_date,race_result,debut_weight,sales_price,relatives
0,2015105046,ラッキーライラック,栗毛,2015/4/3,4-1-0-0,480.0,,ラルク、ライラックローズ
1,2015104961,アーモンドアイ,鹿毛,2015/3/10,3-1-0-0,472.0,,スペルヴィア、ピュクシス
2,2015102440,エポカドーロ,黒鹿毛,2015/2/15,3-1-1-0,484.0,,ダイワインスパイア、ダイワフェーム
3,2015102367,ダノンプレミアム,青鹿毛,2015/4/3,4-0-0-0,476.0,,ロードプレミアム、ロードグランツ
4,2015105064,ステルヴィオ,鹿毛,2015/1/15,3-2-0-1,462.0,,ボルゲーゼ、カルナローリ
5,2015101621,タワーオブロンドン,鹿毛,2015/2/9,4-1-1-1,516.0,,スノーパインの2016
6,2015104107,タイムフライヤー,鹿毛,2015/2/1,3-2-0-2,456.0,,タイムアラウド、ボールドアテンプト
7,2015100258,サンリヴァル,鹿毛,2015/3/31,2-1-0-2,482.0,,ハグ、アンフィルージュの2016
8,2015110013,ジャンダルム,黒鹿毛,2015/4/25,2-1-1-1,480.0,,ファリダット、フィドゥーシア
9,2015101467,ジェネラーレウーノ,青鹿毛,2015/1/27,3-0-2-0,486.0,3240,メイサ、ピンナップ
10,2015104943,リリーノーブル,鹿毛,2015/3/15,2-1-2-0,502.0,,シャプレドサクレ、ピュアチャプレットの2013
11,2015105461,カツジ,鹿毛,2015/4/27,2-1-0-2,472.0,,ミッキーグローリー、ネミッサ
12,2015105022,ワグネリアン,鹿毛,2015/2/10,3-1-0-1,450.0,,テンダリーヴォイス、ミンネザング
13,2015101376,サトノワルキューレ,鹿毛,2015/2/2,3-0-1-0,462.0,,サトノファイヤー、サトノバリオス
14,2015101373,マウレア,鹿毛,2015/2/1,2-1-1-2,450.0,,アユサン、ミルクマン
15,2015100995,ドンフォルティス,栗毛,2015/4/9,4-1-1-0,484.0,1242,ラーナアズーラ、ナンベーサン
16,2015110032,アサクサゲンキ,鹿毛,2015/4/17,2-2-1-2,458.0,,ラビットラン
17,2015105872,カシアス,鹿毛,2015/3/27,2-2-1-3,476.0,,ディランディラン、コパノマーティン
18,2015104438,リバティハイツ,鹿毛,2015/3/23,2-1-1-1,452.0,,ディヴァインハイツ、リーチザハイツ
19,2015100344,ケイアイノーテック,鹿毛,2015/4/7,3-2-1-1,450.0,,Fierce Impact、クインズローズ
20,2015110096,ミスターメロディ,鹿毛,2015/3/29,3-2-0-1,474.0,,Aguilera
21,2015104189,ルヴァンスレーヴ,鹿毛,2015/1/26,3-1-0-0,486.0,,ネイヴァルベース
22,2015104882,ブラストワンピース,鹿毛,2015/4/2,3-0-0-0,520.0,,ヴィクトリアピース、ツルマルワンピースの2017
23,2015104176,フロンティア,栗毛,2015/4/5,2-0-1-3,454.0,,ドリームパスポート、セイクリッドセブン
24,2015105033,オウケンムーン,鹿毛,2015/3/14,3-0-0-2,466.0,,ルナプロスペクター、シーザムーンライト
25,2015110036,モルトアレグロ,青鹿毛,2015/2/1,3-1-0-2,468.0,,
26,2015104513,トーセンブレス,黒鹿毛,2015/3/5,1-1-0-3,466.0,6912,ブランクエンド、ブルーミンバーの2017
27,2015104582,ケイティクレバー,鹿毛,2015/4/20,2-2-2-4,438.0,540,ロイヤルテーラー、ポルーニン
28,2015103350,カンタービレ,鹿毛,2015/3/6,2-2-0-0,434.0,,ソナチネ、サターン
29,2015106153,サトノフェイバー,黒鹿毛,2015/4/8,2-0-0-0,526.0,,パーリオミノル、サトノロブロイ
30,2015105036,プリモシーン,青鹿毛,2015/4/27,2-1-0-2,470.0,,キャリコ、パロネラ
31,2015105073,テトラドラクマ,鹿毛,2015/2/16,2-1-0-3,468.0,,プリンセスラグーン、セプタリアン
32,2015102248,ヤマノファイト,鹿毛,2015/3/1,7-1-1-3,500.0,,ブラックブリーズ、ヤマノミラクル
33,2015104976,グレイル,黒鹿毛,2015/3/7,2-0-0-2,494.0,6048,ロジチャリス、グッドスカイ
34,2015103140,タイセイプライド,青鹿毛,2015/3/25,3-0-0-2,502.0,1836,フクノドリーム、ウィズインライアン
35,2015100513,アイトーン,鹿毛,2015/3/30,3-0-0-4,482.0,,タガノブルグ、アリッサム
36,2015105610,ハヤブサマカオー,栗毛,2015/3/3,3-0-0-2,460.0,,プリモパンサー、ハヤブサエミネンスの2017
37,2015104765,ノームコア,芦毛,2015/2/25,2-0-2-0,436.0,2376,ハピネスダンサー、ナオミノユメ
38,2015100097,テンクウ,黒鹿毛,2015/3/26,2-0-1-2,444.0,,イブキ、ファインドヌーヴ
39,2015104721,アンコールプリュ,黒鹿毛,2015/4/17,2-1-0-2,426.0,,ブラックシェル、ダブルティンパニー
40,2015104185,ロックディスタウン,栗毛,2015/2/15,2-0-0-3,490.0,,ワンブレスアウェイ、ナリタキングパワー
41,2015104165,アンヴァル,鹿毛,2015/1/28,3-0-1-2,462.0,,オールザゴー、アーマークラッド
42,2015104664,パイオニアバイオ,鹿毛,2015/3/3,1-5-1-2,412.0,,アニメイトバイオの2016、アニメイトバイオの2017
43,2015105615,ストロングハート,栗毛,2015/5/22,3-2-2-3,,,アップトゥユー、マリーンワン
44,2015104542,ハーレムライン,鹿毛,2015/2/20,3-1-2-2,458.0,,マイディアサン、ナリタマクリス
45,2015104987,キタノコマンドール,鹿毛,2015/2/12,2-0-0-1,494.0,2520,デニムアンドルビー、ラーゴブルー
46,2015104662,アンフィトリテ,鹿毛,2015/3/29,3-0-0-0,464.0,,シャインレッド、シラユキ
47,2015104663,ベルーガ,青毛,2015/2/11,2-0-0-0,482.0,4860,プロフェッショナル、ヴィヴィッドカラー
48,2015100641,グラヴィオーラ,栗毛,2015/3/4,4-3-2-2,444.0,,ジンロックカフェ、フレアバーテンダー
49,2015103379,メイショウヒサカタ,栗毛,2015/4/15,3-0-1-3,470.0,,メイショウグンパイ、ジャズドラム
50,2015102377,ダノンスマッシュ,鹿毛,2015/3/6,2-1-0-4,466.0,,メヌエット、ロードゼウス
51,2015110091,リョーノテソーロ,鹿毛,2015/2/27,3-1-0-2,508.0,,
52,2015104981,プロミストリープ,栗毛,2015/2/6,3-1-0-0,478.0,,ブリクスト、スプリットステップ
53,2015101480,オジョーノキセキ,鹿毛,2015/1/21,2-1-1-3,494.0,1080,キャプテンガールの2016、キャプテンガールの2017
54,2015100887,ダブルシャープ,鹿毛,2015/3/26,2-2-2-5,480.0,,ハイランドクーラー、リネンウッド
55,2015105905,パクスアメリカーナ,芦毛,2015/2/10,2-1-1-2,488.0,,ホエールキャプチャ、ドリームセーリング
56,2015104317,ギベオン,鹿毛,2015/2/20,2-2-0-0,516.0,,サトノルーラー、コンテスティッドの2016
57,2015104713,アドマイヤアルバ,鹿毛,2015/1/19,2-6-1-0,472.0,,ローズクランス、サトノマサムネ
58,2015105231,レグルドール,鹿毛,2015/3/20,2-1-1-3,456.0,,コスモドーム、パテティーク
59,2015105907,スマハマ,栗毛,2015/2/16,3-0-0-1,530.0,,ユニバーサルビーチ、ヴァタルサイビーチ
60,2015104675,アンブロジオ,栗毛,2015/3/5,2-2-0-2,448.0,,グラドゥアーレ、アーティファクト
61,2015104875,コーディエライト,栗毛,2015/2/2,1-2-1-3,454.0,,ローガンサファイア、ゴールドスーク
62,2015103053,カフジバンガード,鹿毛,2015/3/22,2-0-2-5,468.0,1674,エミノマユアク、ファイアボール
63,2015101897,ハセノパイロ,鹿毛,2015/5/19,3-1-2-2,517.0,,リーダーズボード、ハクサンドリーム
64,2015100822,タイセイアベニール,鹿毛,2015/4/20,2-5-0-4,446.0,421,サンライズシーズン、ハローブライアン
65,2015104324,レッドサクヤ,黒鹿毛,2015/2/11,2-1-0-2,462.0,,エイジアンウインズ、エバーブロッサム
66,2015104361,アマルフィコースト,黒鹿毛,2015/2/5,2-0-1-1,454.0,,モンテエイネン、コルデトゥリーニ
67,2015104835,ファストアプローチ,栗毛,2015/2/26,1-2-0-5,536.0,,シークレットアイズ、ジョリージョコンドの2017
68,2015105106,ミュージアムヒル,鹿毛,2015/3/15,2-5-0-0,448.0,,アルター、チャーチクワイア
69,2015100978,ラブカンプー,黒鹿毛,2015/4/11,2-4-0-2,428.0,,キングハート、ボールドハート
70,2015104688,インディチャンプ,鹿毛,2015/2/21,2-0-1-1,462.0,,ミスパッション、アウィルアウェイ
71,2015102382,オールフォーラヴ,鹿毛,2015/3/14,2-1-0-0,458.0,,ロードアルバータ、アルテラローザ
72,2015103374,バーニングペスカ,鹿毛,2015/5/5,1-3-2-1,444.0,,メイショウガンツの2016、メイショウガンツの2017
73,2015102841,アイスフィヨルド,芦毛,2015/4/22,2-2-2-4,440.0,,ラトーヌインパクトの2016、ラトーヌインパクトの2017
74,2015104150,アリア,栗毛,2015/4/24,2-1-1-4,474.0,,トワイライトライフ、ホーチャム
75,2015100600,スカーレットカラー,鹿毛,2015/2/26,1-3-0-3,438.0,,パーミッション、ヴェントスの2017
76,2015104170,デルニエオール,栗毛,2015/3/4,2-0-1-2,408.0,,オルフェーヴル、ドリームジャーニー
77,2015100744,マイネルファンロン,青鹿毛,2015/2/19,1-2-2-1,450.0,,マイネルクラフト、プロヴェルビオ
78,2015103636,スプリングマン,黒鹿毛,2015/4/22,3-1-1-6,478.0,378,カカボゴールド、サッキーヘラクレス
79,2015101960,マイネルユキツバキ,鹿毛,2015/3/16,2-2-2-2,500.0,,スプリングホープ、カメリアビジュの2017
80,2015106125,リュウノユキナ,芦毛,2015/5/16,3-2-0-6,464.0,,グッドレインボー、プレミアムカラー
81,2015104384,ビッグスモーキー,鹿毛,2015/2/24,2-3-1-2,542.0,,ワイルドフラッパー、スモークフリー
82,2015104063,グローリーヴェイズ,黒鹿毛,2015/3/2,1-2-0-1,432.0,5616,カヌメラビーチ、メジロツボネの2017
83,2015105091,レッドベルローズ,青鹿毛,2015/2/28,2-0-1-2,456.0,,レッドファンタジアの2016、レッドファンタジアの2017
84,2015110047,タニノフランケル,青鹿毛,2015/2/9,2-1-2-3,528.0,,タニノアーバンシー、ケースバイケース
85,2015101934,ゴールドパテック,鹿毛,2015/4/6,4-0-3-3,477.0,,エニュオ、ルフレシャンス
86,2015104815,ラストプリマドンナ,鹿毛,2015/1/30,2-3-0-0,418.0,,グランプリブラッド、フラムドグロワール
87,2015104287,ステイフーリッシュ,鹿毛,2015/2/22,2-0-1-1,450.0,,ジッパーレーン、エクスプレスレーン
88,2015105188,アイアンクロー,栗毛,2015/3/7,1-1-1-3,422.0,,ブレーンクロー、ヤマノアイリーの2017
89,2015104720,レッドレグナント,鹿毛,2015/2/3,2-1-1-1,462.0,,ボルドネス、レッドアーヴィング
90,2015100106,クロスケ,青鹿毛,2015/4/12,5-3-1-2,443.0,,フェニックスワンの2014
91,2015100023,ピースユニヴァース,鹿毛,2015/3/14,2-2-1-2,460.0,,コウフクノバガク、ロジディオンの2017
92,2015104347,ルッジェーロ,黒鹿毛,2015/3/31,2-0-2-2,492.0,,シルヴァーグレイス、カレンリスベット
93,2015110017,モズスーパーフレア,栗毛,2015/4/1,2-0-0-5,470.0,,
94,2015102980,ペイシャルアス,栗毛,2015/3/25,2-1-0-6,470.0,,ツーダイス、ペイシャクレア
95,2015104899,マイハートビート,鹿毛,2015/3/5,2-1-0-4,450.0,5400,サトノラーゼン、サトノクロニクル
96,2015105021,コズミックフォース,鹿毛,2015/2/14,2-1-1-1,470.0,,アンティノウス、ウラノメトリア
97,2015102692,シャルルマーニュ,鹿毛,2015/3/31,1-2-2-3,470.0,,エイブルボス、メーター
98,2015104624,ハッピーグリン,栗毛,2015/3/6,3-3-2-4,450.0,,ミスミーチャン、キネオスピリット
99,2015105843,サヤカチャン,鹿毛,2015/4/29,1-3-0-8,440.0,,ニシノアップルパイ、トウショウレリーフ
100,2015102846,ゴールドクイーン,栗毛,2015/3/22,2-0-1-1,452.0,,ゴールドブラザー、ゴールドフレンド
101,2015100964,ウィズ,鹿毛,2015/4/29,2-1-2-4,462.0,,フェイマスエンド、シルクフラッシュ
102,2015103120,コスモイグナーツ,青鹿毛,2015/2/24,2-0-0-8,456.0,2484,トゥルーヒーロー、ジーンノワール
103,2015103085,ディアバビアナ,栗毛,2015/5/13,1-6-2-4,476.0,,ディアゴッホ、ディアセルヴィス
104,2015104456,オハナ,青鹿毛,2015/3/1,2-0-0-2,412.0,,キロハナ、ハナレイムーン
105,2015106405,ダークリパルサー,黒鹿毛,2015/5/22,2-0-0-3,488.0,3564,エスポワールシチー、プレジールシチー
106,2015103616,メイショウオーパス,黒鹿毛,2015/3/22,2-1-1-4,502.0,,マンハッタンミートの2017
107,2015103195,キングキングキング,黒鹿毛,2015/4/26,2-2-1-3,456.0,,パラドール、アドマイヤアロングの2017
108,2015104897,レノヴァール,鹿毛,2015/3/18,2-0-0-4,504.0,,アーカイブ、ミッキーデータ
109,2015103311,タイキフェルヴール,栗毛,2015/3/17,2-2-0-4,484.0,,エヴェリーナ、アッシュベリーの2017
110,2015104639,サトノソルタス,芦毛,2015/1/28,1-1-0-1,480.0,,オーシャンドライブ、パシフィックギャル
111,2015104289,ツヅミモン,黒鹿毛,2015/2/23,1-1-0-2,540.0,,ツエーゲン、アンヤト
112,2015102392,シグナライズ,鹿毛,2015/2/25,2-1-1-3,482.0,,ファイナライズ、ワイルドココの2017
113,2015100272,セイウンクールガイ,栗毛,2015/4/19,2-1-2-4,436.0,1944,カタヨクノテンシ、キョウワバーニング
114,2015100198,バイラ,鹿毛,2015/3/2,3-2-2-4,476.0,,タゴム、バトル
115,2015104714,レッドヴェイロン,鹿毛,2015/4/21,1-3-2-1,480.0,,クラレント、レッドアリオン
116,2015103452,ゴールドギア,黒鹿毛,2015/3/1,1-0-2-4,466.0,,ワイルドマックス、ギンザボナンザの2016
117,2015104793,サラキア,鹿毛,2015/2/5,1-0-0-2,436.0,,サロニカ、サラミス
118,2015106299,ゴーフォザサミット,黒鹿毛,2015/4/2,3-0-0-3,504.0,,ショウナンマイティ、スマートムービー
119,2015102431,ファストライフ,栗毛,2015/5/10,1-2-1-5,424.0,,サリー、トゥファーアウェイの2017
120,2015106156,コマビショウ,黒鹿毛,2015/5/7,2-0-1-2,504.0,,ダイワミストレス、ダイワモンド
121,2015104724,スーパーフェザー,鹿毛,2015/1/18,2-1-1-1,478.0,28080,ギエム、オーサムウインド
122,2015103220,クレヴァーパッチ,栗毛,2015/4/1,2-1-1-1,510.0,5508,ブランウェン、ライワルツ
123,2015104779,フィニフティ,芦毛,2015/3/16,1-1-0-1,428.0,,ステファノス、ココファンタジア
124,2015110070,デルタバローズ,鹿毛,2015/2/4,1-0-1-2,488.0,,
125,2015105948,マニクール,栗毛,2015/2/14,2-2-0-2,500.0,,タイムチェイサー、ペイルブルードット
126,2015104975,グレートウォリアー,鹿毛,2015/2/14,2-1-1-0,510.0,,マジカルスペル、プランドラー
127,2015100309,オーヴァーライト,栗毛,2015/2/25,2-0-0-4,468.0,1404,アースシンフォニー、スナイプ
128,2015104387,トロワゼトワル,鹿毛,2015/2/28,1-2-0-3,458.0,,クイーンズテイスト、セコンドピアットの2017
129,2015104571,グレートタイム,黒鹿毛,2015/2/15,2-2-0-1,470.0,15120,コンプリートベスト、エターナルディーバ
130,2015106180,サージュミノル,黒鹿毛,2015/3/2,1-3-1-6,458.0,,メイショウナガマサ、ティープラズマ
131,2015105087,レイエスプランドル,鹿毛,2015/4/5,2-1-2-1,490.0,,カナリーアイランド、インテルオセアニカ
132,2015101174,ロードアクシス,黒鹿毛,2015/3/21,2-0-1-3,456.0,378,エニーデイの2017
133,2015101707,ルーカス,鹿毛,2015/3/20,1-1-0-3,488.0,,モーリス、ピッツバーグ
134,2015105032,ユーキャンスマイル,鹿毛,2015/5/3,2-2-0-2,478.0,,ノガロ、チークトゥチーク
135,2015105608,ワークアンドラブ,栗毛,2015/3/11,2-1-0-5,466.0,1458,ハナレイ、ハナライの2017
136,2015100020,マイネルサリューエ,栗毛,2015/4/12,2-3-1-4,486.0,864,アドマイヤネアルコ、レアドロップ
137,2015104378,リードザウインド,青鹿毛,2015/3/23,2-3-0-0,462.0,,オースミダイドウ、ストームタイガー
138,2015103365,マドモアゼル,黒鹿毛,2015/4/12,3-1-0-3,442.0,,サイモンゼーレ、ベストポジション
139,2015100684,エターナルモール,栗毛,2015/5/31,4-0-0-4,489.0,,ゴールドモール、ヴィーナスモール
140,2015101152,シャインカメリア,芦毛,2015/3/31,1-2-2-3,464.0,,シャインヴィットゥ、シャインワンハート
141,2015100524,タガノプレトリア,鹿毛,2015/2/12,1-2-4-5,446.0,,タガノディグオ、タガノクルクス
142,2015106238,タマモアモーレ,栗毛,2015/5/11,2-1-0-1,470.0,,タマモマズルカ、プティトシャンティ
143,2015104862,ノストラダムス,鹿毛,2015/1/30,1-2-3-2,496.0,,ソムニアの2014、ムニアイン
144,2015104752,クリッパー,青鹿毛,2015/4/26,2-1-1-0,460.0,,ストリートハンター、クイックモーション
145,2015103875,ビリーバー,黒鹿毛,2015/1/26,2-0-2-6,438.0,,シャウエン、デイドリーマーの2017
146,2015100231,ウインジェルベーラ,栗毛,2015/4/7,1-1-0-2,478.0,,コスモサリー、ソフォニスバ
147,2015105082,ムスコローソ,栗毛,2015/1/29,2-0-1-3,492.0,,ルナレガーロの2016、ルナレガーロの2017
148,2015105868,サクラアリュール,栗毛,2015/3/27,2-0-1-3,452.0,,サクラブライアンス、サクラエンパイア
149,2015100122,テーオーエナジー,栗毛,2015/3/11,3-1-1-0,500.0,1566,ロジウエスト、ペイシャオーシャン
150,2015106379,コスモインザハート,鹿毛,2015/2/21,2-0-0-3,470.0,1728,エイシンムジカ、エイシンディクティ
151,2015104754,アトレヴィード,鹿毛,2015/4/25,1-3-1-2,432.0,,ムーンライトレディ、ジャカランダシティ
152,2015101890,カガスター,鹿毛,2015/5/6,1-3-4-5,438.0,,ポーラーブレイズ、ゴルトグランツ
153,2015103159,サムライドライブ,黒鹿毛,2015/3/27,10-0-0-0,448.0,216,ベニノハッピー、コーゲンスイセイ
154,2015110102,シヴァージ,栗毛,2015/3/27,2-1-1-0,496.0,,
155,2015106423,ラセット,鹿毛,2015/3/2,1-2-1-2,476.0,1512,ナンヨーウラヌス、ナンヨーシンゲツ
156,2015105056,ディロス,鹿毛,2015/2/21,2-1-2-0,494.0,,ガニメデス、ラトーナの2017
157,2015102478,ディアジラソル,鹿毛,2015/3/24,2-1-1-4,420.0,432,プレイザゲーム、アイサイティアラ
158,2015104796,アルーシャ,芦毛,2015/2/1,1-1-2-0,420.0,,ゼロメリディアン、プライドランド
159,2015106157,ムーンレイカー,鹿毛,2015/2/20,1-5-2-0,472.0,,シピオーネ、ファーニナル
160,2015104364,トゥラヴェスーラ,鹿毛,2015/4/4,2-1-0-2,476.0,,アレジャポン、ザマーチャン
161,2015103024,イイコトズクシ,鹿毛,2015/5/27,1-0-3-6,470.0,,イヤダイヤダ、セガールモチンモク
162,2015105371,シゲルホウレンソウ,栗毛,2015/4/8,1-3-4-5,490.0,691,マイネルライヒ、メタリックゴールド
163,2015105280,シャルドネゴールド,栗毛,2015/3/20,2-1-2-1,436.0,,セルフプリザヴェーションの2017
164,2015109078,ナスノシンフォニー,栗毛,2015/4/15,1-1-0-1,456.0,,ナスノシベリウスの2017
165,2015105105,フランツ,鹿毛,2015/2/5,2-0-0-2,448.0,,コペルニクス、フランクリン
166,2015100523,アルムフォルツァ,黒鹿毛,2015/3/26,2-1-0-2,444.0,,アルムチャレンジ、タガノエッヴィーバ
167,2015110082,ラムセスバローズ,栗毛,2015/3/22,2-2-0-1,504.0,,
168,2015102491,エングローサー,鹿毛,2015/4/6,1-1-2-4,460.0,,カバーストーリー、イエーガー
169,2015104679,アーデルワイゼ,青鹿毛,2015/3/19,1-1-2-2,432.0,,ロッテンマイヤー、ラダームブランシェ
170,2015105066,レピアーウィット,栗毛,2015/4/15,2-2-0-1,512.0,15120,アジアエクスプレス、ランニングウインド
171,2015103042,イサチルルンルン,鹿毛,2015/4/2,2-1-1-4,432.0,,アスタキサンチン、ブラックビアド
172,2015104100,オーデットエール,鹿毛,2015/1/29,1-1-0-6,468.0,,グァンタナメラ、エパティック
173,2015102528,タイセイソニック,黒鹿毛,2015/3/13,1-2-3-4,420.0,2916,トミケンアディム、ヴィエナトウショウの2013
174,2015104320,セイウンリリシイ,鹿毛,2015/4/25,1-2-1-5,474.0,1296,アーガマ、リュクスレーヴ
175,2015104667,アルモニカ,黒鹿毛,2015/5/7,2-0-0-3,420.0,,カリンバ
176,2015104692,ジュンヴァルロ,栗毛,2015/3/29,2-0-0-3,482.0,,イヴォーク
177,2015104909,ダノンマジェスティ,鹿毛,2015/4/20,2-0-0-2,478.0,23760,アルアイン、ゴールドエッセンス
178,2015101007,ヒシコスマー,黒鹿毛,2015/3/18,2-0-0-6,480.0,842,サウンドギャツビー、ヘビデューティー
179,2015102420,メイショウテッコン,青鹿毛,2015/4/17,2-0-0-3,486.0,1728,アオイプリンス、エーシンベロシティの2017
180,2015105108,ロサグラウカ,黒鹿毛,2015/5/4,2-0-0-0,440.0,,バンゴール、トレジャートローヴ
181,2015105040,サンラモンバレー,鹿毛,2015/5/2,2-0-0-0,468.0,5832,サーブルオール、ビキニブロンド
182,2015105025,レーツェル,鹿毛,2015/2/24,2-0-0-0,474.0,,テミスト、ジョディー
183,2015100639,バーンフライ,黒鹿毛,2015/3/20,2-0-1-2,478.0,,アナスタシオ、ロードクロサイトの2017
184,2015103916,マイネルキャドー,芦毛,2015/4/6,2-0-1-1,454.0,594,ランドロワ、ブザンソン
185,2015104931,オブセッション,鹿毛,2015/4/20,2-0-0-2,516.0,,パーシーズベスト、ステッドファスト
186,2015105089,ハーベストムーン,黒鹿毛,2015/2/4,2-1-1-0,518.0,6480,ヴェラヴァルスター、サヴァティアーノ
187,2015104995,エタリオウ,青鹿毛,2015/2/13,1-4-0-1,472.0,9396,ブブールチャチャ、ホットチャチャの2016
188,2015101512,キャベンディッシュ,栗毛,2015/2/18,2-1-1-5,490.0,,フジノパンサー、クロースハーモニー
189,2015103124,テイエムディラン,黒鹿毛,2015/3/11,2-0-1-6,456.0,,テイエムダイパワー、メイショウワダイコ
190,2015103079,ウォーターパルフェ,鹿毛,2015/1/28,1-3-1-7,492.0,,スフェーン、ウォータープレミアの2016
191,2015104611,ワグナーコーヴ,黒鹿毛,2015/5/1,3-1-0-2,450.0,,レイクマッケンジー、ロックフォール
192,2015104741,イダペガサス,栗毛,2015/3/27,2-0-0-1,492.0,4860,レッドルモンド、ロジカロン
193,2015101660,バールドバイ,鹿毛,2015/2/14,1-1-1-1,484.0,,ポップアイコンの2016、ポップアイコンの2017
194,2015100299,ワカミヤオウジ,青毛,2015/4/1,2-0-0-2,480.0,,ベターハーフ、ツヨイキモチの2017
195,2015100635,エントシャイデン,芦毛,2015/4/21,1-1-3-2,448.0,,ブランボヌール、ピンクガーベラ
196,2015105352,ジョブックコメン,黒鹿毛,2015/3/12,1-2-3-5,420.0,,ジョブックビザーレ、カルトマリーヌの2017
197,2015104671,ウラヌスチャーム,黒鹿毛,2015/3/27,1-2-0-3,498.0,,アクアマリンブレス、アメジストデュー
198,2015106056,ウスベニノキミ,鹿毛,2015/4/8,1-2-0-5,428.0,,スティルウォーター、レジーナ
199,2015103201,イェッツト,鹿毛,2015/4/1,1-0-2-1,466.0,,マジェスティ、イスタンブールの2017
200,2015102800,ナムラバンザイ,鹿毛,2015/4/10,1-1-2-10,414.0,,トーセンピアス、ナムラピピ
201,2015102942,キボウノダイチ,黒鹿毛,2015/4/16,1-1-0-4,478.0,,エターナル、ラクスクラインの2014
202,2015101701,シスターフラッグ,黒鹿毛,2015/4/17,1-0-0-6,496.0,,ミラクルシップ、プライムシスター
203,2015104076,リビーリング,鹿毛,2015/1/31,1-1-0-1,498.0,,カグニザント、インクレセント
204,2015100216,ヴォルフスブルク,芦毛,2015/5/16,1-6-3-3,428.0,,ケンシルバースター、エフティフローラ
205,2015104161,エイムアンドエンド,鹿毛,2015/2/21,1-0-2-1,486.0,,ビーウィッチド、スマッシュ
206,2015101191,サザンヴィグラス,鹿毛,2015/5/16,4-1-2-3,444.0,,ラッキーポイント、ローズゴールド
207,2015105075,フィエールマン,鹿毛,2015/1/20,2-0-0-0,488.0,,ルヴォワール、リュヌドールの2011
208,2015102423,カーボナード,青鹿毛,2015/4/27,1-1-1-0,462.0,,アンブリカル、デオヴォレンテ
209,2015103221,ヒラボクラターシュ,鹿毛,2015/3/16,2-1-0-0,528.0,,スカイサーベル、ヒラボクウィンの2017
210,2015100904,ソイルトゥザソウル,青鹿毛,2015/3/9,1-1-1-5,432.0,162,トキノライジン、トキノマンゲツ
211,2015103210,スズカフェラリー,鹿毛,2015/4/2,1-0-2-3,430.0,,スズカファイン、スズカプリティー
212,2015105202,ニシノベースマン,黒鹿毛,2015/3/24,1-2-1-6,430.0,,ニシノアモーレ、セイウンジャイロ
213,2015105287,リンシャンカイホウ,鹿毛,2015/4/26,1-2-0-4,440.0,1458,ヒトノワドリーム、ジャイロスコープ
214,2015104830,ジェシー,鹿毛,2015/3/28,1-2-2-1,476.0,,レイヴ、ゼアブラヴ
215,2015101125,トーセンヴィータ,青鹿毛,2015/4/2,1-4-1-5,514.0,,ハードアタック、トーセンアイアン
216,2015110030,デルマキセキ,鹿毛,2015/3/2,1-0-1-3,464.0,,
217,2015103109,メイショウミライ,栗毛,2015/4/28,2-1-1-1,474.0,993,メイショウブレナム、メイショウサンゾウ
218,2015102718,リコーワルサー,黒鹿毛,2015/6/6,2-1-1-2,481.0,,テラザホット、テラザフィーリア
219,2015101267,シングンレガシイ,鹿毛,2015/4/12,3-2-0-4,453.0,,ロイヤルボス、シングンボス
220,2015100731,コスモレリア,栗毛,2015/4/3,1-2-3-2,466.0,,ワイルドオーキッド、マイネカトレアの2017
221,2015101210,アルジャーノン,栗毛,2015/4/24,2-1-1-4,448.0,,クラウディーハートの2016、クラウディーハートの2017
222,2015104352,ゴージャスランチ,黒鹿毛,2015/1/29,1-1-4-0,492.0,,ラジオデイズ、ブリスアウト
223,2015101665,ロケット,栗毛,2015/4/12,2-0-0-1,460.0,,インフェルノ、フラマブル
224,2015104183,ラテュロス,鹿毛,2015/1/17,1-1-1-3,418.0,,アドラメレク、イフリート
225,2015102580,オーロスターキス,栗毛,2015/2/6,1-2-0-6,468.0,,ニシノビークイック、ゴールドマグナム
226,2015106345,クリムズンフラッグ,黒鹿毛,2015/4/5,1-4-1-0,512.0,,リーズナブルダウト、アンリミテッドピサの2017
227,2015100512,タガノアム,鹿毛,2015/4/7,1-1-2-5,480.0,,タガノエヴァンジル、トラベリックス
228,2015105093,レッドランディーニ,青毛,2015/3/25,1-0-1-3,454.0,,レッドメデューサの2014、レッドメデューサの2016
229,2015100894,ダンケシェーン,栗毛,2015/2/7,2-1-0-1,472.0,,ゼフィランサスの2016、ゼフィランサスの2017
230,2015102477,メープル,黒鹿毛,2015/3/16,2-1-0-1,504.0,,ワンアフター、エキゾチックマター
231,2015102810,メイショウバイタル,青鹿毛,2015/3/17,1-2-2-4,504.0,,エメラルドタワーの2016、エメラルドタワーの2017
232,2015101581,クリノカポネ,鹿毛,2015/2/1,1-2-3-7,458.0,550,ガニメード、ヴィアレッタ
233,2015101075,ナムラアッパレ,鹿毛,2015/3/30,1-0-2-12,454.0,,ナムラマミー、ナムラアイドル
234,2015103596,クレセントシティー,栗毛,2015/2/13,3-2-0-0,489.0,378,ペリーホワイト、ニシノハレブタイ
235,2015109131,コウエイユキチャン,栗毛,2015/3/31,1-2-0-0,476.0,,カノヤハンター
236,2015103802,コスモビスティー,鹿毛,2015/4/1,1-3-1-4,466.0,,セイシュプリーム、ホープライズ
237,2015105923,ライトカラカゼ,鹿毛,2015/3/27,1-1-1-3,482.0,,クリールカイザー、スマイルプライズ
