,id,name,win_count,second_place_count,third_place_count,unplaced_count,grade_race_count,grade_race_win,stakes_race_count,stakes_race_win,general_race_count,general_race_win,turf_race_count,turf_race_win,dart_race_count,dart_race_win,win_ratio,in_second_place_ratio,in_third_place_ratio,prize
399,o_0EVVNTTEFUe,齊藤宣勝,1,0,0,3,0,0,0,0,4,1,2,0,1,0,0.25,0.25,0.25,780.0
400,o_0ERVNzTEFke,北幸商事,0,2,2,4,0,0,1,0,7,0,6,0,2,0,0.0,0.25,0.5,780.0
401,o_0kaJhXTE10d,本間充,1,1,0,4,0,0,0,0,6,1,0,0,6,1,0.167,0.333,0.333,775.0
402,o_4EVFdXTE1ke,天堀忠博,0,1,0,6,3,0,1,0,3,0,4,0,3,0,0.0,0.143,0.143,768.2
403,o_4EVjJTTEFUN,荻原昭二,1,0,2,0,0,0,0,0,3,1,2,0,1,1,0.333,0.333,1.0,760.0
404,o_0ERFFzTEFke,サイプレスホールディングス合同会社,1,0,1,6,0,0,0,0,8,1,2,0,6,1,0.125,0.125,0.25,755.0
405,o_0ERjdnT6F0d,Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ,0,1,2,5,0,0,0,0,8,0,0,0,8,0,0.0,0.125,0.375,755.0
406,o_4EVBFTTEFkM,堀紘一,1,0,0,11,0,0,1,0,11,1,0,0,12,1,0.083,0.083,0.083,750.0
407,o_0EVBNzTEF0d,中山牧場,1,0,0,2,0,0,0,0,3,1,1,0,2,1,0.333,0.333,0.333,750.0
408,o_0ERNpXTEl1d,Ｋ．Ｓ．ヤップ,1,0,0,2,0,0,0,0,3,1,0,0,3,1,0.333,0.333,0.333,750.0
409,o_8ERRlXTE1ke,小泉修,1,0,0,6,0,0,0,0,7,1,2,0,5,1,0.143,0.143,0.143,750.0
410,o_0kaVFTTE10d,守内満,1,0,0,7,0,0,2,0,6,1,2,0,6,1,0.125,0.125,0.125,750.0
411,o_0kaBBTTE1ke,池田草龍,1,0,0,5,1,0,0,0,5,1,4,0,2,1,0.167,0.167,0.167,750.0
412,o_0keNVTTEFEN,松山増男,1,0,0,8,0,0,1,0,8,1,2,0,7,1,0.111,0.111,0.111,750.0
413,o_0keJVTTE10d,晴間初栄,1,0,0,2,0,0,0,0,3,1,3,1,0,0,0.333,0.333,0.333,750.0
414,o_8ERZBTTEFUN,櫻井正,0,1,1,5,0,0,3,0,4,0,2,0,5,0,0.0,0.143,0.286,739.6
415,o_0ERRBzTEFke,由井健太郎,0,0,2,11,0,0,2,0,11,0,5,0,8,0,0.0,0.0,0.154,738.4
416,o_0kaNBTTEFEN,小林仁幸,0,2,1,10,0,0,2,0,11,0,2,0,11,0,0.0,0.154,0.231,730.0
417,o_4keNd3TEF0d,フォーレスト,0,2,0,4,0,0,0,0,6,0,0,0,6,0,0.0,0.333,0.333,725.0
418,o_4keVVTTE10d,手嶋康雄,0,1,2,8,0,0,0,0,11,0,0,0,11,0,0.0,0.091,0.273,725.0
419,o_8EVRlXTEFkM,榊原源一郎,1,0,0,1,0,0,1,0,1,1,2,1,0,0,0.5,0.5,0.5,720.0
420,o_0kajJTTEFEN,清水二朗,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1.0,1.0,1.0,720.0
421,o_8ERjRTTEFUM,荒木徹,0,1,0,5,0,0,2,0,4,0,3,0,3,0,0.0,0.167,0.167,717.6
422,o_0ERNBTTE10d,吉野英子,0,1,0,2,0,0,2,0,1,0,3,0,0,0,0.0,0.333,0.333,715.4
423,o_4kanVTTE1ke,犬塚悠治郎,1,0,1,4,0,0,0,0,6,1,6,1,0,0,0.167,0.167,0.333,705.0
424,o_4EVjdXTEFUe,田中春美,1,0,1,3,0,0,1,0,4,1,1,0,4,1,0.2,0.2,0.4,705.0
425,o_0EVjRTTE1ke,山口正行,0,2,0,7,0,0,1,0,8,0,2,0,7,0,0.0,0.222,0.222,701.4
426,o_4kajlXTE1ke,加藤和夫,1,1,0,4,0,0,0,0,6,1,2,0,4,1,0.167,0.333,0.333,700.0
427,o_8EVFh3TEF0d,スピードファーム,1,1,0,19,0,0,1,0,20,1,8,0,13,1,0.048,0.095,0.095,700.0
428,o_8ERNhXTE1ke,中島俊房,1,1,0,9,0,0,0,0,11,1,3,0,8,1,0.091,0.182,0.182,700.0
429,o_0EVZlXTEFEN,熊澤浩樹,1,1,0,2,0,0,1,0,3,1,3,1,1,0,0.25,0.5,0.5,700.0
430,o_0keNNTTE10d,迎徹,1,1,0,2,0,0,0,0,4,1,1,0,3,1,0.25,0.5,0.5,700.0
431,o_4keRlXTE1ke,貝本隆三,1,1,0,1,0,0,0,0,3,1,3,1,0,0,0.333,0.667,0.667,700.0
432,o_0ERRpnT6F0d,若草クラブ,1,0,0,9,0,0,0,0,10,1,3,0,7,1,0.1,0.1,0.1,700.0
433,o_4kaBhXTE1ke,酒井喜生,1,0,0,8,0,0,0,0,9,1,0,0,9,1,0.111,0.111,0.111,682.0
434,o_8EVRpXTE10d,橋元勇氣,1,0,1,7,0,0,2,0,7,1,3,0,6,1,0.111,0.111,0.222,680.0
435,o_4keJJTTEFEN,石橋和夫,0,1,0,2,0,0,1,0,2,0,3,0,0,0,0.0,0.333,0.333,675.0
436,o_8EVjlXTEFUe,奈村睦弘,0,1,2,24,0,0,3,0,24,0,5,0,22,0,0.0,0.037,0.111,670.0
437,o_4EVFRTTEFUe,山田弘,0,2,0,11,3,0,1,0,9,0,4,0,9,0,0.0,0.154,0.154,665.0
438,o_0kaVh3TEF0d,和田牧場,1,0,0,20,1,0,2,0,18,1,9,0,10,1,0.048,0.048,0.048,660.0
439,o_0kaZFTTEFkM,星野壽市,0,0,0,10,3,0,2,0,5,0,9,0,0,0,0.0,0.0,0.0,660.0
440,o_0ERBBzTEF0d,名古屋競馬,0,1,2,4,0,0,2,0,5,0,5,0,2,0,0.0,0.143,0.429,658.3
441,o_4EVJFTTE1ke,遠藤良一,1,0,0,3,0,0,0,0,4,1,1,1,3,0,0.25,0.25,0.25,650.0
442,o_4ERJdXTE1ke,大西美生子,0,0,1,3,0,0,3,0,1,0,3,0,1,0,0.0,0.0,0.25,645.5
443,o_0keZhXTE10d,高嶋祐子,0,0,2,7,0,0,1,0,8,0,6,0,3,0,0.0,0.0,0.222,643.7
444,o_8ERZBTTEFEM,石井義孝,0,1,1,3,0,0,0,0,5,0,5,0,0,0,0.0,0.2,0.4,640.0
445,o_0karNTTEF0M,副島義久,0,1,1,14,0,0,0,0,16,0,1,0,15,0,0.0,0.062,0.125,635.0
446,o_0kenFTTE1ke,星野康三,1,0,1,3,0,0,2,0,3,1,4,1,0,0,0.2,0.2,0.4,630.0
447,o_0ERNp3TEFke,橋口,1,0,1,0,0,0,0,0,2,1,2,1,0,0,0.5,0.5,1.0,630.0
448,o_4keZNTTEFEN,菅波立知子,1,0,1,2,1,0,0,0,3,1,2,1,2,0,0.25,0.25,0.5,630.0
449,o_4kenBzTEF0d,高山ランド,0,1,0,18,1,0,1,0,17,0,8,0,7,0,0.0,0.053,0.053,628.0
450,o_8EVnJTTE1ke,佐久間拓士,0,1,1,6,0,0,2,0,6,0,1,0,7,0,0.0,0.125,0.25,625.0
451,o_0EVnRzTEF0d,ＹＧＧホースクラブ,0,0,1,8,0,0,2,0,7,0,4,0,1,0,0.0,0.0,0.111,624.2
452,o_0ERjJjT6F0d,レキップモンターニュ,0,1,1,2,0,0,1,0,3,0,1,0,3,0,0.0,0.25,0.5,616.1
453,o_0ERVNjT6F0d,北駿競走馬組合,0,2,0,4,0,0,3,0,3,0,2,0,4,0,0.0,0.333,0.333,612.6
454,o_0EVrdXTE1ke,戸部政彦,0,1,0,5,0,0,2,0,4,0,6,0,0,0,0.0,0.167,0.167,610.4
455,o_4EVRRTTE1ke,奥裕嗣,0,0,1,3,0,0,4,0,0,0,0,0,4,0,0.0,0.0,0.25,605.2
456,o_4ERFhXTE10d,平口信行,0,2,1,3,0,0,0,0,6,0,5,0,1,0,0.0,0.333,0.5,605.0
457,o_0ERFJTTEFEN,田原邦男,0,0,1,3,0,0,1,0,3,0,2,0,2,0,0.0,0.0,0.25,603.3
458,o_4EVRNTTE1ke,菅原広隆,0,1,2,22,2,0,4,0,19,0,10,0,14,0,0.0,0.04,0.12,602.5
459,o_0kenlXTE1ke,大澤利久,1,0,0,3,0,0,1,0,3,1,1,0,3,1,0.25,0.25,0.25,600.0
460,o_0ERFVjT6F0d,まるも組合,1,0,0,3,0,0,1,0,3,1,1,0,3,1,0.25,0.25,0.25,600.0
461,o_8EVZFTTE10d,子安裕樹,1,0,0,1,0,0,1,0,1,1,2,1,0,0,0.5,0.5,0.5,600.0
462,o_4kanpXTE1ke,二木英徳,1,0,0,3,0,0,0,0,4,1,1,0,3,1,0.25,0.25,0.25,600.0
463,o_0kaVpXTEFkM,山本武司,1,0,0,3,0,0,1,0,3,1,4,1,0,0,0.25,0.25,0.25,600.0
464,o_0karlXTE10d,下河邉博,1,0,0,1,0,0,0,0,2,1,0,0,2,1,0.5,0.5,0.5,600.0
465,o_0ERZlXTEF0M,永井廣司,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0.5,0.5,0.5,600.0
466,o_4EVRVTTE1ke,林瑛子,1,0,0,2,0,0,2,0,1,1,3,1,0,0,0.333,0.333,0.333,600.0
467,o_8EVVRzTEF0d,アイテツ,0,0,1,4,0,0,2,0,3,0,3,0,2,0,0.0,0.0,0.2,597.7
468,o_4keNRzTEF0d,サンコウ牧場,0,1,0,5,2,0,4,0,0,0,3,0,3,0,0.0,0.167,0.167,597.2
469,o_0ERRlXTE1ke,小川眞査雄,0,0,1,8,0,0,2,0,7,0,6,0,3,0,0.0,0.0,0.111,593.3
470,o_0ERBJTTE10d,佐々木主浩,0,1,1,8,2,0,1,0,7,0,3,0,7,0,0.0,0.1,0.2,580.0
471,o_8EVNNzTEF0d,清進電設,1,0,0,1,0,0,0,0,2,1,2,1,0,0,0.5,0.5,0.5,575.0
472,o_8ERRNTTE10d,堀祥子,1,0,0,4,0,0,1,0,4,1,2,0,3,1,0.2,0.2,0.2,575.0
473,o_4EVBlXTE1ke,西田俊二,1,0,0,2,0,0,0,0,3,1,1,0,2,1,0.333,0.333,0.333,575.0
474,o_8ERFJTTEFEN,本田恒雄,1,0,0,8,0,0,2,0,7,1,1,0,8,1,0.111,0.111,0.111,575.0
475,o_8ERRVTTE10d,山口功一郎,1,0,0,15,0,0,2,0,14,1,6,0,10,1,0.062,0.062,0.062,575.0
476,o_0ERRNzTEFke,アスール,0,1,1,9,1,0,0,0,10,0,2,0,9,0,0.0,0.091,0.182,570.0
477,o_4EVVVTTE1ke,新井康司,0,1,1,5,0,0,0,0,7,0,1,0,6,0,0.0,0.143,0.286,565.0
478,o_0ERRpXTE1ke,矢野恭裕,0,0,3,6,0,0,0,0,9,0,4,0,5,0,0.0,0.0,0.333,565.0
479,o_8EVjVTTE1ke,永井宏明,0,0,0,11,0,0,5,0,6,0,8,0,3,0,0.0,0.0,0.0,562.0
480,o_4keRJTTE1ke,佐々木幸弘,1,0,0,2,0,0,0,0,3,1,1,1,2,0,0.333,0.333,0.333,550.0
481,o_4kaZhXTE10d,飯田訓大,1,0,0,2,0,0,0,0,3,1,0,0,3,1,0.333,0.333,0.333,550.0
482,o_8EVrpXTE1ke,梅澤明,0,1,1,2,0,0,0,0,4,0,0,0,4,0,0.0,0.25,0.5,550.0
483,o_4EVrl3TEF0d,ナイト商事,0,0,1,3,0,0,1,0,3,0,3,0,1,0,0.0,0.0,0.25,545.7
484,o_0EVZhXTEFkM,首藤徳,0,0,1,5,0,0,4,0,2,0,6,0,0,0,0.0,0.0,0.167,532.8
485,o_8EVJpXTE1ke,中村広樹,0,2,1,0,0,0,0,0,3,0,0,0,3,0,0.0,0.667,1.0,530.0
486,o_4kaJp3TEF0d,ダイヤモンドファーム,0,2,1,3,0,0,0,0,6,0,0,0,6,0,0.0,0.333,0.5,530.0
487,o_0keNJTTE10d,小林竜太郎,0,1,1,14,0,0,0,0,16,0,5,0,11,0,0.0,0.062,0.125,530.0
488,o_4EVNVTTE1ke,浦邊輝實,0,2,0,3,0,0,0,0,5,0,0,0,5,0,0.0,0.4,0.4,525.0
489,o_8ERNNTTEFEN,武田修,0,1,0,9,0,0,0,0,10,0,2,0,8,0,0.0,0.1,0.1,520.0
490,o_4kaNFTTEFUN,田所英子,0,0,4,7,0,0,0,0,11,0,5,0,6,0,0.0,0.0,0.364,520.0
491,o_0keBVTTEFEN,山科統,0,1,1,7,0,0,2,0,7,0,2,0,7,0,0.0,0.111,0.222,515.0
492,o_0EVrhXTE1ke,辻高史,1,0,0,1,0,0,0,0,2,1,0,0,2,1,0.5,0.5,0.5,500.0
493,o_0ERNl3TEFke,アフロｉｎＥｌＰａｓｏ,1,0,0,4,0,0,0,0,5,1,2,1,2,0,0.2,0.2,0.2,500.0
494,o_0ERrlnT6F0d,ＶｉｒｉｄｉａｎＫｅｉｂａＣｌｕｂ,1,0,0,2,0,0,0,0,3,1,0,0,3,1,0.333,0.333,0.333,500.0
495,o_8EVjd3TEF0d,アドバンス・サッポロ,1,0,0,4,0,0,0,0,5,1,0,0,5,1,0.2,0.2,0.2,500.0
496,o_4ERBBTTEFUe,並河賢一郎,1,0,0,2,1,0,1,0,1,1,3,1,0,0,0.333,0.333,0.333,500.0
497,o_8ERZhXTEFUe,佐山公男,1,0,0,3,0,0,0,0,4,1,0,0,4,1,0.25,0.25,0.25,500.0
498,o_0keBpXTE10d,山崎泰博,1,0,0,3,0,0,1,0,3,1,1,0,3,1,0.25,0.25,0.25,500.0
499,o_4ERVh3TEF0d,ヤナガワ牧場,1,0,0,1,0,0,0,0,2,1,0,0,2,1,0.5,0.5,0.5,500.0
500,o_0ERVhXTE10d,阿部榮乃進,1,0,0,2,0,0,1,0,2,1,3,1,0,0,0.333,0.333,0.333,500.0
501,o_8EVJRTTE10d,小林秀樹,1,0,0,2,0,0,1,0,2,1,2,0,1,1,0.333,0.333,0.333,500.0
502,o_8EVjdXTE1ke,柏瀬金之介,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1.0,1.0,1.0,500.0
503,o_8EVZRTTEFkM,五影隆則,1,0,0,1,0,0,0,0,2,1,1,1,1,0,0.5,0.5,0.5,500.0
504,o_8EVBRTTEFEN,森口隆一郎,1,0,0,1,0,0,0,0,2,1,1,0,1,1,0.5,0.5,0.5,500.0
505,o_4keZRTTE1ke,島田久,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1.0,1.0,1.0,500.0
506,o_8ERZlXTEFUN,木村昌三,0,1,0,11,0,0,4,0,8,0,0,0,12,0,0.0,0.083,0.083,500.0
507,o_4EVZFTTE1ke,田中邦彦,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0.0,0.5,1.0,490.0
508,o_0keFRTTE1ke,平井克彦,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0.0,0.5,1.0,490.0
509,o_4kanBTTEFkM,峰哲馬,0,0,1,16,0,0,1,0,16,0,4,0,13,0,0.0,0.0,0.059,490.0
510,o_0keNhXTEF0M,幅田昌伸,0,0,2,11,0,0,3,0,10,0,5,0,8,0,0.0,0.0,0.154,485.0
511,o_0ERVFjT6F0d,グリーンスウォード,0,0,1,4,0,0,3,0,2,0,3,0,2,0,0.0,0.0,0.2,483.3
512,o_4kaRhXTE10d,日下部勝徳,0,0,2,10,0,0,0,0,12,0,3,0,9,0,0.0,0.0,0.167,480.0
513,o_0ERVNTTE1Ee,吉橋興生,0,2,0,3,1,0,0,0,4,0,4,0,0,0,0.0,0.4,0.4,475.0
514,o_4EVFBTTEFUN,柏木務,0,0,1,34,1,0,5,0,29,0,11,0,21,0,0.0,0.0,0.029,465.0
515,o_8EVVpXTE10d,山本三津子,0,0,1,3,0,0,3,0,1,0,4,0,0,0,0.0,0.0,0.25,462.9
516,o_4kaJBTTEFEN,村上龍太郎,0,1,1,3,0,0,0,0,5,0,0,0,5,0,0.0,0.2,0.4,455.0
517,o_0EVZBTTEFEN,亀井哲也,0,0,2,6,2,0,0,0,6,0,4,0,4,0,0.0,0.0,0.25,455.0
518,o_0kejVTTEFEN,村木隆,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0.0,0.0,0.5,455.0
519,o_8EVZlXTE1ke,小林都美子,0,0,0,5,0,0,4,0,1,0,5,0,0,0,0.0,0.0,0.0,452.0
520,o_0ERNVTTEl1d,Ｃ．チェン,0,2,0,1,0,0,0,0,3,0,0,0,3,0,0.0,0.667,0.667,450.0
521,o_4EVnhXTEF0M,長谷川芳信,0,1,0,8,0,0,1,0,8,0,4,0,5,0,0.0,0.111,0.111,450.0
522,o_8ERFRzTEF0d,イージス,0,1,0,5,0,0,0,0,6,0,0,0,6,0,0.0,0.167,0.167,450.0
523,o_4EVZpXTEFUN,杉安浩一郎,0,0,3,6,0,0,0,0,9,0,6,0,3,0,0.0,0.0,0.333,450.0
524,o_4ERVNTTE1ke,目谷一幸,0,0,2,5,0,0,2,0,5,0,2,0,5,0,0.0,0.0,0.286,435.0
525,o_8EVVhXTE1ke,諸岡慶,0,1,1,2,0,0,0,0,4,0,0,0,4,0,0.0,0.25,0.5,430.0
526,o_0EVnJTTEFEe,吉橋計,0,1,1,8,0,0,0,0,10,0,2,0,5,0,0.0,0.1,0.2,428.0
527,o_0EVJNTTEFEN,小菅定雄,0,1,0,3,0,0,0,0,4,0,0,0,4,0,0.0,0.25,0.25,425.0
528,o_8ERBNzTEF0d,サンエイ開発,0,1,1,6,0,0,0,0,8,0,3,0,5,0,0.0,0.125,0.25,420.0
529,o_0EVNFTTEF0M,脇山良之,0,1,0,6,0,0,1,0,6,0,1,0,6,0,0.0,0.143,0.143,420.0
530,o_8EVNFzTEF0d,木村牧場,0,1,0,9,0,0,1,0,9,0,7,0,3,0,0.0,0.1,0.1,410.0
531,o_8ERRBTTEFEN,佐藤雄司,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,410.0
532,o_8ERFRTTEFEN,宮城寛也,0,1,0,2,1,0,1,0,1,0,3,0,0,0,0.0,0.333,0.333,406.0
533,o_0EVVVTTEFUe,鈴木与四郎,0,1,1,2,0,0,0,0,4,0,0,0,4,0,0.0,0.25,0.5,405.0
534,o_4ERNBTTEFkM,橋本忠雄,0,1,1,4,0,0,0,0,6,0,0,0,6,0,0.0,0.167,0.333,405.0
535,o_8ERjRzTEF0d,コロンバスサークル,0,1,1,7,0,0,0,0,9,0,5,0,4,0,0.0,0.111,0.222,405.0
536,o_4EVJFTTE10d,外池榮一郎,0,1,0,5,0,0,1,0,5,0,2,0,4,0,0.0,0.167,0.167,405.0
537,o_8ERZJzTEF0d,サンライズ,0,0,2,10,0,0,2,0,10,0,5,0,7,0,0.0,0.0,0.167,405.0
538,o_4kaRlXTEFEM,谷研司,0,2,0,4,0,0,0,0,6,0,2,0,4,0,0.0,0.333,0.333,400.0
539,o_0kaBJTTE1ke,水野淳,0,2,0,2,0,0,0,0,4,0,0,0,4,0,0.0,0.5,0.5,400.0
540,o_8EVNVTTEFkM,兼松昌男,0,0,1,12,0,0,1,0,12,0,2,0,11,0,0.0,0.0,0.077,400.0
541,o_0keNBTTEFUe,布施光章,0,1,1,3,0,0,0,0,5,0,0,0,5,0,0.0,0.2,0.4,390.0
542,o_0kejpXTEFEN,中村祐子,0,1,0,12,2,0,5,0,6,0,8,0,5,0,0.0,0.077,0.077,390.0
543,o_4keZVTTEFUN,地田勝三,0,0,1,3,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.25,390.0
544,o_0kajJzTEF0d,有能,0,0,0,3,0,0,2,0,1,0,3,0,0,0,0.0,0.0,0.0,390.0
545,o_8EVBpXTEF0M,前迫義幸,0,0,1,7,0,0,0,0,8,0,5,0,1,0,0.0,0.0,0.125,388.0
546,o_0keBBTTE1ke,小林照弘,0,0,1,3,0,0,4,0,0,0,3,0,1,0,0.0,0.0,0.25,385.2
547,o_8EVFdXTEFkM,伊達敏明,0,0,1,4,0,0,4,0,1,0,1,0,4,0,0.0,0.0,0.2,384.4
548,o_4kaNVTTEFUN,鈴木芳夫,0,0,1,17,0,0,5,0,13,0,2,0,16,0,0.0,0.0,0.056,384.0
549,o_4ERjlXTE1ke,村田裕子,0,0,1,4,0,0,5,0,0,0,5,0,0,0,0.0,0.0,0.2,383.7
550,o_8EVjlXTEF0M,立花幸雄,0,1,0,7,0,0,0,0,8,0,1,0,7,0,0.0,0.125,0.125,375.0
551,o_4EVrVTTE10d,北畑忍,0,0,1,4,0,0,0,0,5,0,1,0,4,0,0.0,0.0,0.2,375.0
552,o_8EVjBTTE1ke,新谷正子,0,0,1,3,0,0,3,0,1,0,4,0,0,0,0.0,0.0,0.25,374.0
553,o_0EVRVTTEF0M,平岡茂樹,0,0,1,6,0,0,1,0,6,0,5,0,2,0,0.0,0.0,0.143,373.8
554,o_8ERFNzTEF0d,ヒカリクラブ,0,0,1,7,0,0,6,0,2,0,0,0,8,0,0.0,0.0,0.125,372.0
555,o_4ERFBTTE10d,里見美惠子,0,1,0,7,1,0,1,0,6,0,4,0,4,0,0.0,0.125,0.125,365.0
556,o_4kanpXTEFUe,芹澤精一,0,1,0,4,0,0,0,0,5,0,0,0,5,0,0.0,0.2,0.2,362.0
557,o_8ERRFTTEFEN,多田信尊,0,0,2,3,1,0,2,0,2,0,1,0,4,0,0.0,0.0,0.4,360.0
558,o_0EVRdXTE1ke,片山晃,0,0,0,9,1,0,2,0,6,0,3,0,6,0,0.0,0.0,0.0,355.0
559,o_0keJhXTEFkM,伊藤巖,0,1,0,8,0,0,3,0,6,0,0,0,9,0,0.0,0.111,0.111,350.0
560,o_4kanBTTEFUe,礒川正明,0,0,1,4,0,0,0,0,5,0,2,0,2,0,0.0,0.0,0.2,340.0
561,o_4keBJzTEF0d,服部牧場,0,0,1,3,0,0,0,0,4,0,1,0,3,0,0.0,0.0,0.25,340.0
562,o_4EVNlXTEFUe,横瀬兼二,0,0,2,8,0,0,3,0,7,0,10,0,0,0,0.0,0.0,0.2,335.0
563,o_0kejJTTEFEN,金田成基,0,1,1,10,0,0,0,0,12,0,2,0,10,0,0.0,0.083,0.167,330.0
564,o_4ERjNTTEFkM,五影慶則,0,1,1,8,1,0,2,0,7,0,7,0,3,0,0.0,0.1,0.2,330.0
565,o_4keJVTTEFUM,平賀久枝,0,1,1,3,0,0,0,0,5,0,1,0,4,0,0.0,0.2,0.4,330.0
566,o_4EVNNTTEFkM,西村憲人,0,0,0,9,1,0,4,0,4,0,4,0,5,0,0.0,0.0,0.0,330.0
567,o_4keZpXTEFEM,宮本貞雄,0,0,0,5,0,0,0,0,5,0,2,0,3,0,0.0,0.0,0.0,320.0
568,o_0kaVhXTE1ke,矢野まり子,0,1,0,20,0,0,0,0,21,0,6,0,11,0,0.0,0.048,0.048,312.5
569,o_4kaJBTTEF0M,鈴木康弘,0,0,1,13,0,0,2,0,12,0,4,0,10,0,0.0,0.0,0.071,310.0
570,o_0ERFFjT6F0d,浜ＲＣ組合,0,0,0,4,0,0,1,0,3,0,0,0,4,0,0.0,0.0,0.0,310.0
571,o_8EVnFTTE1ke,阿部東亜子,0,0,0,7,0,0,0,0,7,0,3,0,4,0,0.0,0.0,0.0,310.0
572,o_0kenhXTEFUe,山内邦一,0,0,0,9,0,0,1,0,8,0,4,0,5,0,0.0,0.0,0.0,310.0
573,o_4kaZVTTE1ke,中村智幸,0,0,1,6,0,0,0,0,7,0,0,0,7,0,0.0,0.0,0.143,305.0
574,o_0ERrdXTEFkM,下村直,0,1,0,3,0,0,0,0,4,0,0,0,4,0,0.0,0.25,0.25,300.0
575,o_0EVNl3TEF0d,ヒダカファーム,0,1,0,5,0,0,0,0,6,0,1,0,5,0,0.0,0.167,0.167,300.0
576,o_4EVrpXTEFkM,井上一郎,0,1,0,6,0,0,0,0,7,0,0,0,7,0,0.0,0.143,0.143,300.0
577,o_4kaBBTTEFUM,武市弘,0,1,0,2,0,0,0,0,3,0,3,0,0,0,0.0,0.333,0.333,300.0
578,o_0ERVBTTEFkM,猿田栄二,0,1,0,5,0,0,1,0,5,0,3,0,3,0,0.0,0.167,0.167,300.0
579,o_8ERjdXTEFEM,村上稔,0,1,0,7,0,0,0,0,8,0,1,0,7,0,0.0,0.125,0.125,300.0
580,o_8EVjFTTEF0M,真部晴徳,0,0,1,2,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.333,300.0
581,o_4kajVTTE1ke,野本巧,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.5,300.0
582,o_0EVNhXTEFUM,野村春行,0,0,1,4,0,0,0,0,5,0,1,0,4,0,0.0,0.0,0.2,300.0
583,o_4ERJlXTEFkM,中村昭博,0,0,0,4,1,0,3,0,0,0,4,0,0,0,0.0,0.0,0.0,300.0
584,o_0keVh3TEF0d,シンザンクラブ,0,1,1,2,0,0,0,0,4,0,2,0,2,0,0.0,0.25,0.5,295.0
585,o_4ERndXTE10d,西村和夫,0,1,0,2,0,0,0,0,3,0,0,0,3,0,0.0,0.333,0.333,290.0
586,o_4kaFFTTE10d,福田光博,0,0,1,17,0,0,1,0,17,0,11,0,7,0,0.0,0.0,0.056,290.0
587,o_8EVJVTTEFkM,西川賢,0,0,0,21,0,0,7,0,14,0,3,0,15,0,0.0,0.0,0.0,290.0
588,o_0ERFlXTE1ke,谷川正純,0,0,1,12,0,0,2,0,11,0,0,0,11,0,0.0,0.0,0.077,280.0
589,o_4kejFTTEFUe,上田忠男,0,1,0,3,0,0,0,0,4,0,0,0,4,0,0.0,0.25,0.25,275.0
590,o_8ERFBTTEFEN,金山克己,0,1,0,3,0,0,0,0,4,0,0,0,4,0,0.0,0.25,0.25,275.0
591,o_8EVrpXTEFUN,菅藤宗一,0,1,0,4,0,0,0,0,5,0,3,0,1,0,0.0,0.2,0.2,275.0
592,o_0keBFTTE10d,鈴木昭和,0,1,0,4,0,0,0,0,5,0,0,0,5,0,0.0,0.2,0.2,275.0
593,o_4EVVVzTEF0d,大栄牧場,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.5,275.0
594,o_4ERBNTTE1ke,堀口晴男,0,0,0,20,0,0,2,0,18,0,6,0,12,0,0.0,0.0,0.0,270.0
595,o_4ERRJTTEFEM,西尾午郎,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0.0,0.0,0.0,270.0
596,o_0kaNVTTEFUe,石橋忠之,0,0,0,11,0,0,0,0,11,0,1,0,10,0,0.0,0.0,0.0,269.0
597,o_4EVFdXTEFEN,山岸桂市,0,0,1,4,0,0,1,0,4,0,2,0,3,0,0.0,0.0,0.2,266.4
598,o_0keBRTTE1ke,久保田定,0,0,2,4,0,0,0,0,6,0,0,0,6,0,0.0,0.0,0.333,260.0
599,o_8ERFpXTEF0M,松浦一久,0,0,2,2,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.5,260.0
600,o_8EVNlXTE1ke,甘糟麗子,0,0,1,2,0,0,1,0,2,0,1,0,2,0,0.0,0.0,0.333,260.0
601,o_4EVBBTTEF0M,田島政光,0,0,0,4,0,0,1,0,3,0,2,0,2,0,0.0,0.0,0.0,260.0
602,o_0EVRFTTE10d,横尾晴人,0,0,0,14,0,0,5,0,9,0,4,0,10,0,0.0,0.0,0.0,257.0
603,o_8EVrhXTE10d,吉野加壽代,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0.0,0.0,0.5,255.3
604,o_0ERjpnT6F0d,トニー倶楽部,0,0,1,12,0,0,0,0,13,0,1,0,10,0,0.0,0.0,0.077,255.0
605,o_8EVRFTTEFkM,原田豊,0,1,0,4,0,0,0,0,5,0,3,0,2,0,0.0,0.2,0.2,250.0
